class name,time,location,instructors,dates,campus
GLY 4450 - Environmental and Exploration Geophysics,MoWeFr 11:00AM - 11:50AM,Academic Health Center 5 357,Dean Whitman,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
GLY 4511 - Stratigraphy,TuTh 5:00PM - 6:15PM,Charles E. Perry (PC) 311,"Tatiana Gaona Narvaez,",08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
GLY 4511L - Stratigraphy Lab,Th 6:30PM - 9:15PM,Charles E. Perry (PC) 311,"Kuppusamy Panneerselvam,",08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
GLY 4881 - Coastal Hazards,Mo 5:00PM - 7:40PM,Parking Garage 6 112,Stephen Leatherman,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
GLY 5475 - Exploration Geophysics,MoWeFr 11:00AM - 11:50AM,Academic Health Center 5 357,Dean Whitman,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
GLY 5518 - Advanced Stratigraphy,TuTh 5:00PM - 6:15PM,Charles E. Perry (PC) 311,"Tatiana Gaona Narvaez,",08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
GLY 5888 - Coastal Hazards and Mitigation,Mo 5:00PM - 7:40PM,Parking Garage 6 112,Stephen Leatherman,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
HOS 3012L - Horticulture Science Lab,Tu 2:00PM - 4:45PM,Charles E. Perry (PC) 339,"Seema Sah Prasad,",08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ISC 1056 - First Year Seminar in Earth and Environment,Mo 2:00PM - 2:50PM,Charles E. Perry (PC) 211,Rodolfo Rego,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ISC 4935 - Senior Seminar in Earth and Environmental Science,Fr 2:00PM - 2:50PM,Charles E. Perry (PC) 332,Amir Khoddamzadeh,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ISC 5150 - Introduction to Research in Earth and Environmental Sciences,We 5:00PM - 6:40PM,Student Acad Success Cntr 351,"Jennifer Rehage,",08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ISC 5151 - Earth and Environmental Graduate Seminar,Fr 3:00PM - 4:05PM,Green Library 132,Mahadev Bhat,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ISC 6152 - Earth and Environment Advanced Graduate Seminar,Fr 3:00PM - 4:05PM,Green Library 132,Mahadev Bhat,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
MET 3003 - General Meteorology,TuTh 12:30PM - 1:45PM,Charles E. Perry (PC) 211,Ping Zhu,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
MET 4301 - Dynamic Meteorology I,MoWeFr 1:00PM - 1:50PM,Academic Health Center 5 357,Hugh Willoughby,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
MET 4532 - Hurricanes,MoWeFr 11:00AM - 11:50AM,Parking Garage 6 115,Hugh Willoughby,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
MET 5530 - Hurricane Meteorology and Impacts,MoWeFr 11:00AM - 11:50AM,Parking Garage 6 115,Hugh Willoughby,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
OCE 3014 - Oceanography,TuTh 9:30AM - 10:45AM,Academic Health Center 3 - 215,Ping Zhu,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
OCP 3002 - Physical Oceanography,MoWeFr 12:00PM - 12:50PM,Green Library 139,Wei Huang,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SWS 4303L - Soil Microbiology Lab,Tu 5:00PM - 7:45PM,Owa Ehan 161,"Seema Sah Prasad,",08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 2013 - Principles of Macroeconomics,TuTh 11:00AM - 12:15PM,Ocean Bank Convoc Center 119,Antonio Oliveira,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 2013 - Principles of Macroeconomics,MoWe 11:00AM - 12:15PM,Deuxieme Maison 110,Jaime Medina,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 2013 - Principles of Macroeconomics,MoWe 3:30PM - 4:45PM,Deuxieme Maison 100,Ji Gu,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 2013 - Principles of Macroeconomics,MoWe 12:30PM - 1:45PM,Ryder Business 120,Ji Gu,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 2013 - Principles of Macroeconomics,MoWe 2:00PM - 3:15PM,Graham Center 280,Antonio Oliveira,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 2013 - Principles of Macroeconomics,TuTh 12:30PM - 1:45PM,Ocean Bank Convoc Center 119,Antonio Oliveira,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 2013 - Principles of Macroeconomics,MoWe 5:00PM - 6:15PM,Deuxieme Maison 110,Jaime Medina,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 2013 - Principles of Macroeconomics,MoWe 9:30AM - 10:45AM,Deuxieme Maison 110,Jean-Philippe Sasore,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 2023 - Principles of Microeconomics,TuTh 11:00AM - 12:15PM,Deuxieme Maison 100,Norihiko Matsuda,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 2023 - Principles of Microeconomics,MoWe 3:00PM - 4:15PM,Deuxieme Maison 110,Jaime Medina,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 2023 - Principles of Microeconomics,MoWe 3:30PM - 4:45PM,Deuxieme Maison 190,Carlos Morales,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 2023 - Principles of Microeconomics,TuTh 5:00PM - 6:15PM,Deuxieme Maison 190,Antonio Merino Merino,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 2023 - Principles of Microeconomics,TuTh 3:30PM - 4:45PM,Graham Center 280,Sandy Noboa Lindao,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 2023 - Principles of Microeconomics,TuTh 9:30AM - 10:45AM,Owa Ehan 134,Ece Teoman,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 2023 - Principles of Microeconomics,TuTh 11:00AM - 12:15PM,Paul Cejas Architecture 150,Ece Teoman,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 3101 - Intermediate Microeconomics,TuTh 2:00PM - 3:15PM,Green Library 166,Ece Teoman,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 3101 - Intermediate Microeconomics,MoWe 11:00AM - 12:15PM,Green Library 166,Demet Yilmazkuday,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 3203 - Intermediate Macroeconomics,MoWeFr 1:00PM - 1:50PM,Charles E. Perry (PC) 331,Joel Carton,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 3203 - Intermediate Macroeconomics,Mo 2:00PM - 2:50PM,Green Library 132,Joel Carton,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 3203 - Intermediate Macroeconomics,WeFr 2:00PM - 2:50PM,Deuxieme Maison 190,Joel Carton,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 3410 - Measurement and Analysis of Economic Activity,TuTh 11:00AM - 12:15PM,Deuxieme Maison 193,Prasad Bidarkota,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 3410 - Measurement and Analysis of Economic Activity,MoWe 8:00AM - 9:15AM,Deuxieme Maison 194,Alfonso Rodriguez,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 4400 - Economics of Strategy and Information,Th 12:30PM - 1:45PM,Paul Cejas Architecture 167,Jesse Bull,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 4401 - Introduction to Mathematical Economics,MoWeFr 4:00PM - 4:50PM,Graham Center 283A,Joel Carton,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 4421 - Introduction to Econometrics,MoWe 9:30AM - 10:45AM,Graham Center 271B,Alfonso Rodriguez,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 4421 - Introduction to Econometrics,TuTh 9:30AM - 10:45AM,Green Library 250,Sheng Guo,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 4713 - International Macroeconomics,TuTh 9:30AM - 10:45AM,Green Library 165,Cem Karayalcin,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 4903 - Undergraduate Seminar,MoWe 11:00AM - 12:15PM,Graham Center 275A,Alfonso Rodriguez,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 4903 - Undergraduate Seminar,Tu 5:00PM - 7:40PM,Deuxieme Maison 144,Canan Balkir,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 4932 - Topics In Theory,MoWe 5:00PM - 6:15PM,Deuxieme Maison 164,Kazuyuki Miyagiwa,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 4934 - Special Topics,TuTh 11:00AM - 12:15PM,Charles E. Perry (PC) 447,Sheng Guo,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 6076 - Teaching Economics,Fr 1:30PM - 4:45PM,Graham Center 275A,Tobias Pfutze,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 6112 - Fundamentals of Microeconomic Theory,MoWe 6:25PM - 7:40PM,Graham Center 273B,Abu Shonchoy,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 6204 - Fundamentals of Macroeconomic Theory,TuTh 12:30PM - 1:45PM,Labor Center 301,Mihaela Pintea,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 6405 - Mathematical Economics,TuTh 9:30AM - 10:45AM,Graham Center 272,Nicholas Wright,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 6425 - Econometrics II,TuTh 11:00AM - 12:15PM,SCH. INTER.&PUBLIC AFFAIRS 335,Tobias Pfutze,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 6936 - Special Topics,Th 12:30PM - 1:45PM,Paul Cejas Architecture 167,Jesse Bull,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 7116 - Microeconomic Theory II,MoWe 3:30PM - 4:45PM,Graham Center 272,Kazuyuki Miyagiwa,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 7207 - Macroeconomic Theory II,TuTh 12:30PM - 1:45PM,SCH. INTER.&PUBLIC AFFAIRS 335,Berrak Bahadir,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 7405 - Mathematical Methods in Economic Analysis I,TuTh 9:30AM - 10:45AM,Graham Center 272,Nicholas Wright,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 7425 - Econometric Methods II,TuTh 11:00AM - 12:15PM,SCH. INTER.&PUBLIC AFFAIRS 335,Tobias Pfutze,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 7717 - Applied International Economics,Mo 11:00AM - 1:45PM,SCH. INTER.&PUBLIC AFFAIRS 335,Hakan Yilmazkuday,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 7925 - Advanced Workshop,TuTh 12:30PM - 1:45PM,Deuxieme Maison 323,Tobias Pfutze,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECO 7925 - Advanced Workshop,TuTh 2:00PM - 3:15PM,SCH. INTER.&PUBLIC AFFAIRS 335,Tobias Pfutze,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECP 3000 - Economic Analysis of Social Problems: Intro to Public Programs,TuTh 11:00AM - 12:15PM,"Comp, Arts, Sci & Educat 145",Nicholas Wright,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECP 3410 - Introduction to Public Economics,MoWe 11:00AM - 12:15PM,Deuxieme Maison 194,Ji Gu,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECP 3451 - Law And Economics,Th 2:00PM - 3:15PM,Paul Cejas Architecture 171,Jesse Bull,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECP 4403 - Industrial Organization,MoWe 12:30PM - 1:45PM,Graham Center 274,Demet Yilmazkuday,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECP 5707 - International Economic Problems & Policy,TuTh 9:30AM - 10:45AM,Green Library 165,Cem Karayalcin,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECS 4011 - Development Economics I,MoWe 5:00PM - 6:15PM,Deuxieme Maison 193,Abu Shonchoy,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ECS 7015 - Development Economics: Theory,TuTh 2:00PM - 3:15PM,Deuxieme Maison 163,Norihiko Matsuda,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EDA 6503 - The Principalship,Mo 5:00PM - 7:40PM,Charles E. Perry (PC) 428,Jennifer Murray,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EDA 6943 - Administrative Internship,We 5:00PM - 7:40PM,Ziff Education Bldg 325,Krisdhal Ugarte-Torre,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EDA 7069 - Educational Policy,Mo 5:00PM - 7:40PM,Ocean Bank Convoc Center 119,Anindya Kundu,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EDA 7288 - Politics of Education,Mo 5:00PM - 7:40PM,"Comp, Arts, Sci & Educat 143",Daniel Saunders,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EDF 2085 - Teaching Diverse Populations,We 5:30PM - 8:10PM,Viertes Haus 133,Courtney Rose,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EDF 4604 - Cultural and Social Foundations of Education,Tu 12:30PM - 3:15PM,Paul Cejas Architecture 165,Maria Lovett,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EDH 6045 - College Student Development Theory,Mo 5:00PM - 7:40PM,Ziff Education Bldg 120,Rebekah Schulze,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EDH 6401 - Counseling Skills for Higher Education Professionals,We 5:00PM - 7:40PM,Ziff Education Bldg 312,Rebekah Schulze,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EDH 6633 - Introduction to Higher Education Administration,Tu 5:00PM - 7:40PM,Graham Center 279B,Ashley Kuntz,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EDH 6637 - Crisis Management in Higher Education,Th 5:00PM - 7:40PM,Chem & Physics 115,Norma Goonen,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EDH 6943 - Practicum in Higher Education Administration,Tu 5:00PM - 7:40PM,Ziff Education Bldg 150,Amy Li,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EDH 7058 - International Comparative Higher Education,We 5:00PM - 7:40PM,Owa Ehan 100,Norma Goonen,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EDH 7401C - Higher Education and Public Policy,Mo 5:00PM - 7:40PM,Ziff Education Bldg 312,Amy Li,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EDH 7666 - Doctoral Seminar,Tu 5:00PM - 7:40PM,Ziff Education Bldg 325,Ethan Kolek,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EDH 7666 - Doctoral Seminar,Tu 5:00PM - 7:40PM,Ziff Education Bldg 312,Courtney Rose,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CNT 4153 - Machine Learning in ECE,Tu 2:00PM - 4:45PM,Engineering Center 2420,Himanshu Upadhyay,08/26/2024 - 12/07/2024,Engineering Center
CNT 5415 - Practical Applied Security,TuTh 5:00PM - 6:15PM,Engineering Center 2440,"Mohammad Ashiqur Rahman,",08/26/2024 - 12/07/2024,Engineering Center
CNT 6152 - Advanced Data Visualization in ECE,TuTh 6:25PM - 9:05PM,Engineering Center 3239,Pranav Gangwani,10/21/2024 - 12/07/2024,Engineering Center
CNT 6154 - Advanced Machine Learning in ECE,WeFr 6:25PM - 9:05PM,Engineering Center 2420,Jayesh Soni,08/26/2024 - 10/12/2024,Engineering Center
CNT 6154 - Advanced Machine Learning in ECE,WeFr 6:25PM - 9:05PM,Engineering Center 2420,Jayesh Soni,08/26/2024 - 10/12/2024,Engineering Center
CNT 6154 - Advanced Machine Learning in ECE,Tu 3:30PM - 6:15PM,Engineering Center  2410,Jayesh Soni,08/26/2024 - 12/07/2024,Engineering Center
CNT 6156 - Advanced Python Programming in ECE,TuTh 6:25PM - 9:05PM,Engineering Center 3239,Yu Du,08/26/2024 - 10/12/2024,Engineering Center
EEE 3303C - Electronics I & Lab,TuTh 10:00AM - 11:45AM,Engineering Center 2330,Gustavo Roig,08/26/2024 - 12/07/2024,Engineering Center
EEE 3396 - Introduction to Solid State Devices,TuTh 2:00PM - 3:15PM,Engineering Center 1116,Mandrita Banerjee,08/26/2024 - 12/07/2024,Engineering Center
EEE 4343 - Introduction to Digital Electronics,WeFr 2:00PM - 3:15PM,Engineering Center 2440,Tauhdur Rahman,08/26/2024 - 12/07/2024,Engineering Center
EEE 4510 - Introduction to Digital Signal Processing,TuTh 2:00PM - 3:15PM,Engineering Center 1109,Armando Barreto,08/26/2024 - 12/07/2024,Engineering Center
EEE 5543 - Random Signal Principles,Mo 2:00PM - 4:45PM,Engineering Center 2840,Ahmed Mohamed,08/26/2024 - 12/07/2024,Engineering Center
"EEE 6767 - Advanced Embedded Programming for loT Sensing, Network, Control, and Applications",We 12:30PM - 3:15PM,Engineering Center  2410,Ou Bai,08/26/2024 - 12/07/2024,Engineering Center
EEL 2880 - C Programming for Embedded Systems,MoWe 2:00PM - 3:15PM,Engineering Center 2832,Nonnarit O-Larnnithipong,08/26/2024 - 12/07/2024,Engineering Center
EEL 2880 - C Programming for Embedded Systems,TuTh 5:00PM - 6:15PM,Engineering Center 2840,Gustavo Chaparro Baquero,08/26/2024 - 12/07/2024,Engineering Center
EEL 3110C - Circuit Analysis and Lab,TuTh 12:30PM - 2:15PM,Engineering Center 1104,Vladimir Pozdin,08/26/2024 - 12/07/2024,Engineering Center
EEL 3110C - Circuit Analysis and Lab,TuTh 8:00AM - 9:45AM,Engineering Center 1112,Gustavo Roig,08/26/2024 - 12/07/2024,Engineering Center
EEL 3110C - Circuit Analysis and Lab,Sa 9:00AM - 12:45PM,Engineering Center 1104,Yu Du,08/26/2024 - 12/07/2024,Engineering Center
EEL 3120 - Introduction to Linear Systems in Engineering,TuTh 2:00PM - 3:15PM,Engineering Center 1107,Jean Andrian,08/26/2024 - 12/07/2024,Engineering Center
EEL 3135 - Signals And Systems,MoWe 9:30AM - 10:45AM,Engineering Center 1107,Habarakada Madanayake,08/26/2024 - 12/07/2024,Engineering Center
EEL 3135 - Signals And Systems,TuTh 5:00PM - 6:15PM,Engineering Center 1107,Jean Andrian,08/26/2024 - 12/07/2024,Engineering Center
EEL 3370 - C++ Programming for Embedded Systems,MoWe 6:25PM - 7:40PM,Engineering Center 2832,Luis Galarza,08/26/2024 - 12/07/2024,Engineering Center
EEL 3514 - Communication Systems,TuTh 11:00AM - 12:15PM,Engineering Center 2420,Satheesh Bojja Venkatakrishnan,08/26/2024 - 12/07/2024,Engineering Center
EEL 3664 - Introduction to Autonomous Systems,MoWe 11:00AM - 12:15PM,Engineering Center  2410,Ou Bai,08/26/2024 - 12/07/2024,Engineering Center
EEL 3712 - Logic Design I,TuTh 11:00AM - 12:15PM,Engineering Center 1104,Mercedes Cabrerizo,08/26/2024 - 12/07/2024,Engineering Center
EEL 3712 - Logic Design I,MoWe 5:00PM - 6:15PM,Engineering Center 1105,Frank Urban,08/26/2024 - 12/07/2024,Engineering Center
EEL 3712L - Logic Design I Lab,Fr 11:00AM - 1:00PM,Engineering Center 3239,Chaohao Lin,08/26/2024 - 12/07/2024,Engineering Center
EEL 3990 - Introduction to Wireless Communication Systems,TuTh 12:30PM - 1:45PM,Engineering Center 2840,Stavros Georgakopoulos,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EEL 4410 - Introduction to Fields and Waves,TuTh 12:30PM - 1:45PM,Engineering Center 2830,Konstantinos Zekios,08/26/2024 - 12/07/2024,Engineering Center
EEL 4461C - Antennas,MoWe 12:30PM - 1:45PM,Engineering Center 2440,John Volakis,08/26/2024 - 12/07/2024,Engineering Center
EEL 4583 - Basics of RF Systems,MoWe 11:00AM - 12:15PM,Engineering Center 1112,Elias Alwan,08/26/2024 - 12/07/2024,Engineering Center
EEL 4709C - Computer Design,MoWe 3:30PM - 4:45PM,Engineering Center 2330,Mandrita Banerjee,08/26/2024 - 12/07/2024,Engineering Center
EEL 4730 - Programming Embedded Systems,Tu 6:25PM - 9:05PM,Engineering Center 2830,MD Shafiul Islam,08/26/2024 - 12/07/2024,Engineering Center
EEL 4746 - Microcomputers I,MoWe 5:00PM - 6:15PM,Engineering Center 1113,Atoussa Tehrani,08/26/2024 - 12/07/2024,Engineering Center
EEL 4746L - Microcomputers I Lab,Fr 3:30PM - 5:30PM,Engineering Center 3862,"Atoussa Tehrani,",08/26/2024 - 12/07/2024,Engineering Center
"EEL 4920 - Senior Design I: Ethics, Communications, and Constraints",MoWe 12:30PM - 1:45PM,Engineering Center 1104,Wilmer Arellano,08/26/2024 - 12/07/2024,Engineering Center
"EEL 4920 - Senior Design I: Ethics, Communications, and Constraints",MoWe 6:25PM - 7:40PM,Engineering Center 1104,Wilmer Arellano,08/26/2024 - 12/07/2024,Engineering Center
EEL 4930 - Special Topics in Electrical Engineering,Mo 6:25PM - 9:05PM,Engineering Center 1109,Ahmed Ebrahim,08/26/2024 - 12/07/2024,Engineering Center
EEL 4930 - Special Topics in Electrical Engineering,MoWe 5:00PM - 6:15PM,Engineering Center 2440,Malek Adjouadi,08/26/2024 - 12/07/2024,Engineering Center
EEL 4933 - Engineering Entrepreneurship,Mo 2:00PM - 4:45PM,Engineering Center 1107,Reynaldo Padro,08/26/2024 - 12/07/2024,Engineering Center
EEL 5259 - Modeling and Analysis of Modern Distribution Grids,TuTh 11:00AM - 12:15PM,Engineering Center 3239,Sumit Paudyal,08/26/2024 - 12/07/2024,Engineering Center
EEL 5285C - Sustainable and Renewable Energy Sources and Their Utilization,Mo 6:25PM - 9:05PM,Engineering Center 1109,Ahmed Ebrahim,08/26/2024 - 12/07/2024,Engineering Center
EEL 5467 - Antennas for Wireless Communication Systems,MoWe 12:30PM - 1:45PM,Engineering Center 2440,John Volakis,08/26/2024 - 12/07/2024,Engineering Center
EEL 5813 - Neural Networks,TuTh 12:30PM - 1:45PM,Engineering Center 2440,Armando Barreto,08/26/2024 - 12/07/2024,Engineering Center
EEL 5820 - Digital Image Processing,MoWe 5:00PM - 6:15PM,Engineering Center 2440,Malek Adjouadi,08/26/2024 - 12/07/2024,Engineering Center
EEL 6020 - Numerical Analysis of Electrical Devices,We 6:25PM - 9:05PM,Engineering Center 2440,Alex Krasnok,08/26/2024 - 12/07/2024,Engineering Center
EEL 6167 - VLSI Design,MoWe 9:40AM - 10:55AM,Engineering Center 1110,Mst Shamim Ara Shawkat,08/26/2024 - 12/07/2024,Engineering Center
EEL 6219 - Electric Power Qual,Th 5:00PM - 7:40PM,Engineering Center 3930,Osama Mohammed,08/26/2024 - 12/07/2024,Engineering Center
EEL 6254 - Power Systems Reliability,TuTh 9:30AM - 10:45AM,Engineering Center 1109,Arif Sarwat,08/26/2024 - 12/07/2024,Engineering Center
EEL 6439 - RF System Design for Wireless Communications,MoWe 11:00AM - 12:15PM,Engineering Center 1112,Elias Alwan,08/26/2024 - 12/07/2024,Engineering Center
EEL 6787 - Network Security,WeFr 6:25PM - 7:40PM,Engineering Center 1109,Gustavo Chaparro Baquero,08/26/2024 - 12/07/2024,Engineering Center
EEL 6931 - Special Topics in Electrical and Computer Engineering,MoFr 5:00PM - 7:40PM,Engineering Center 2330,Jayesh Soni,10/21/2024 - 12/07/2024,Modesto A. Maidique Campus
EGN 1002 - Engineering Orientation,MoWe 9:40AM - 10:55AM,Engineering Center 2330,Mohammad Shah Alam,08/26/2024 - 12/07/2024,Engineering Center
EGN 1002 - Engineering Orientation,TuTh 3:30PM - 4:45PM,Engineering Center 2440,Vivek Anand Kamat,08/26/2024 - 12/07/2024,Engineering Center
EGN 1002 - Engineering Orientation,MoWe 5:00PM - 6:15PM,Engineering Center 1110,Vivek Anand Kamat,08/26/2024 - 12/07/2024,Engineering Center
EGN 1002 - Engineering Orientation,TuTh 9:30AM - 10:45AM,Engineering Center  2410,Vladimir Pozdin,08/26/2024 - 12/07/2024,Engineering Center
ESI 3215 - Evaluation of Engineering Data I,TuTh 9:30AM - 10:45AM,Engineering Center 1105,Mercedes Cabrerizo,08/26/2024 - 12/07/2024,Engineering Center
ESI 3215 - Evaluation of Engineering Data I,MoWe 6:25PM - 7:40PM,Engineering Center 1112,Atoussa Tehrani,08/26/2024 - 12/07/2024,Engineering Center
EIN 4220 - Introduction to Total Quality Management,Th 6:25PM - 7:40PM,Engineering Center 3115,Oscar Saenz,08/26/2024 - 12/07/2024,Engineering Center
EIN 4334 - Production Planning and Control,Th 7:50PM - 9:05PM,Engineering Center 1114,Oscar Saenz,08/26/2024 - 12/07/2024,Engineering Center
EIN 5123 - Industrial/Technological Marketing for Engineering,Tu 6:25PM - 7:40PM,Engineering Center 3115,Zane Tavana,08/26/2024 - 12/07/2024,Engineering Center
EIN 5226C - Total Quality Management for Engineers,Th 6:25PM - 7:40PM,Engineering Center 3115,Oscar Saenz,08/26/2024 - 12/07/2024,Engineering Center
EIN 6336 - Advanced Production Planning and Control,Mo 6:25PM - 9:05PM,Engineering Center 3115,Qiansan Shen,10/21/2024 - 12/07/2024,Engineering Center
EIN 6336 - Advanced Production Planning and Control,Th 7:50PM - 9:05PM,Engineering Center 1114,Oscar Saenz,08/26/2024 - 12/07/2024,Engineering Center
ESI 4452 - Project Management Systems Design,Mo 6:25PM - 7:40PM,Engineering Center 3115,Shih-Ming Lee,08/26/2024 - 12/07/2024,Engineering Center
ESI 5010C - Forecasting and Demand Management,Tu 7:50PM - 9:05PM,Engineering Center 3115,Zane Tavana,08/26/2024 - 12/07/2024,Engineering Center
ESI 6455 - Advanced Engineering Project Management,Mo 6:25PM - 7:40PM,Engineering Center 3115,Shih-Ming Lee,08/26/2024 - 12/07/2024,Engineering Center
AML 4155 - Modern American Poetry,TuTh 11:00AM - 12:15PM,Graham Center 273B,Nathaniel Cadle,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
AML 5505 - Periods in American Literature,Tu 5:00PM - 7:50PM,Graham Center 272,Martha Schoolman,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CRW 3010 - Creative Writing: Forms and Practices,Fr 12:00PM - 2:30PM,Owa Ehan 222,"Lester Standiford,",08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CRW 3010 - Creative Writing: Forms and Practices,Mo 5:00PM - 7:40PM,Charles E. Perry (PC) 441,"Lester Standiford,",08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CRW 3010 - Creative Writing: Forms and Practices,TuTh 11:00AM - 12:15PM,Charles E. Perry (PC) 443,"Lester Standiford,",08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CRW 3311 - Poetic Techniques,Mo 3:30PM - 6:10PM,Graham Center 273A,Ricardo Blanco,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,We 9:30AM - 10:45AM,Deuxieme Maison 193,"Carolina Villalba,",08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,MoWe 8:30AM - 11:15AM,Graham Center 277,Andrew Golden,08/26/2024 - 10/12/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,TuTh 3:30PM - 4:45PM,Graham Center 273B,Ileah Hoppner,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
